brand_name,product_name,list_price,Order Quantity,order_date,required_date,shipped_date,Sales Consultant First Name,store_name,state,Total Price
Sun Bicycles,Sun Bicycles Drifter 7 - Women's - 2017,470.99,1,2018-03-20,2018-03-20,2018-03-20,Marcelene,Baldwin Bikes,NY,470.99
Trek,Trek Kickster - 2018,159.99,1,2018-03-20,2018-03-20,2018-03-20,Marcelene,Baldwin Bikes,NY,159.99
Trek,Trek Domane SL 5 Disc Women's - 2018,2499.99,2,2018-03-20,2018-03-20,2018-03-20,Marcelene,Baldwin Bikes,NY,4999.98
Electra,"Electra Treasure 1 20"" - 2018",319.99,2,2018-03-20,2018-03-20,2018-03-20,Kali,Rowlett Bikes,TX,639.98
Sun Bicycles,Sun Bicycles Streamway 7 - 2017,533.99,1,2018-03-20,2018-03-20,2018-03-20,Kali,Rowlett Bikes,TX,533.99
Electra,Electra Townie Original 21D - 2016,549.99,1,2018-03-20,2018-03-20,2018-03-20,Kali,Rowlett Bikes,TX,549.99
Sun Bicycles,Sun Bicycles Biscayne Tandem CB - 2017,647.99,2,2018-03-20,2018-03-20,2018-03-20,Kali,Rowlett Bikes,TX,1295.98
Electra,Electra Amsterdam Royal 8i - 2017/2018,1259.9,1,2018-03-21,2018-03-21,2018-03-21,Venita,Baldwin Bikes,NY,1259.9
Trek,Trek Powerfly 5 FS - 2018,4499.99,1,2018-03-21,2018-03-21,2018-03-21,Venita,Baldwin Bikes,NY,4499.99
Electra,"Electra Girl's Hawaii 1 16"" - 2017",299.99,1,2018-03-21,2018-03-21,2018-03-21,Venita,Baldwin Bikes,NY,299.99
Surly,Surly ECR Frameset - 2018,749.99,1,2018-03-21,2018-03-21,2018-03-21,Venita,Baldwin Bikes,NY,749.99
Trek,Trek Slash 8 27.5 - 2016,3999.99,2,2018-03-21,2018-03-21,2018-03-21,Venita,Baldwin Bikes,NY,7999.98
Trek,Trek Farley Carbon Frameset - 2018,999.99,2,2018-03-21,2018-03-21,2018-03-21,Venita,Baldwin Bikes,NY,1999.98
Trek,Trek Emonda S 4 - 2017,1499.99,1,2018-03-22,2018-03-22,2018-03-22,Marcelene,Baldwin Bikes,NY,1499.99
Electra,Electra Townie Commute 8D Ladies' - 2018,699.99,2,2018-03-22,2018-03-22,2018-03-22,Marcelene,Baldwin Bikes,NY,1399.98
Strider,Strider Classic 12 Balance Bike - 2018,89.99,1,2018-03-22,2018-03-22,2018-03-22,Marcelene,Baldwin Bikes,NY,89.99
Electra,Electra Townie Original 7D - 2015/2016,499.99,1,2018-03-22,2018-03-22,2018-03-22,Marcelene,Baldwin Bikes,NY,499.99
Electra,Electra Cruiser Lux 3i - 2018,529.99,1,2018-03-22,2018-03-22,2018-03-22,Marcelene,Baldwin Bikes,NY,529.99
Electra,Electra Tiger Shark 3i (20-inch) - Boys' - 2018,369.99,1,2018-03-22,2018-03-22,2018-03-22,Marcelene,Baldwin Bikes,NY,369.99
Electra,Electra Townie Commute Go! - 2018,2999.99,1,2018-03-22,2018-03-22,2018-03-22,Marcelene,Baldwin Bikes,NY,2999.99
Trek,Trek Silque SLR 8 Women's - 2017,6499.99,2,2018-03-23,2018-03-23,2018-03-23,Venita,Baldwin Bikes,NY,12999.98
Surly,Surly Straggler - 2018,1549.0,1,2018-03-23,2018-03-23,2018-03-23,Venita,Baldwin Bikes,NY,1549.0
Sun Bicycles,Sun Bicycles Cruz 7 - Women's - 2017,416.99,2,2018-03-24,2018-03-24,2018-03-24,Venita,Baldwin Bikes,NY,833.98
Surly,Surly Krampus - 2018,1499.0,1,2018-03-24,2018-03-24,2018-03-24,Venita,Baldwin Bikes,NY,1499.0
Trek,Trek 1120 - 2018,2499.99,2,2018-03-24,2018-03-24,2018-03-24,Venita,Baldwin Bikes,NY,4999.98
Trek,Trek Domane ALR 4 Disc Women's - 2018,1549.99,2,2018-03-24,2018-03-24,2018-03-24,Venita,Baldwin Bikes,NY,3099.98
Electra,Electra Amsterdam Original 3i - 2015/2017,659.99,2,2018-03-25,2018-03-25,2018-03-25,Venita,Baldwin Bikes,NY,1319.98
Electra,Electra Townie Commute 27D Ladies - 2018,899.99,2,2018-03-26,2018-03-26,2018-03-26,Genna,Santa Cruz Bikes,CA,1799.98
Electra,Electra Townie Commute Go! - 2018,2999.99,1,2018-03-26,2018-03-26,2018-03-26,Genna,Santa Cruz Bikes,CA,2999.99
Surly,Surly Pack Rat - 2018,1349.0,2,2018-03-26,2018-03-26,2018-03-26,Genna,Santa Cruz Bikes,CA,2698.0
Trek,Trek Stache 5 - 2017,1499.99,2,2018-03-26,2018-03-26,2018-03-26,Genna,Santa Cruz Bikes,CA,2999.98
Pure Cycles,Pure Cycles Western 3-Speed - Women's - 2015/2016,449.0,1,2018-03-26,2018-03-26,2018-03-26,Venita,Baldwin Bikes,NY,449.0
Trek,Trek Fuel EX 8 29 - 2018,3199.99,1,2018-03-26,2018-03-26,2018-03-26,Venita,Baldwin Bikes,NY,3199.99
Trek,Trek Precaliber 24 21-speed Girl's - 2018,369.99,2,2018-03-26,2018-03-26,2018-03-26,Venita,Baldwin Bikes,NY,739.98
Trek,Trek Precaliber 12 Boy's - 2018,199.99,1,2018-03-27,2018-03-27,2018-03-27,Mireya,Santa Cruz Bikes,CA,199.99
Trek,Trek Madone 9.2 - 2017,4999.99,1,2018-03-27,2018-03-27,2018-03-27,Mireya,Santa Cruz Bikes,CA,4999.99
Trek,Trek Silque SLR 7 Women's - 2017,5999.99,2,2018-03-27,2018-03-27,2018-03-27,Mireya,Santa Cruz Bikes,CA,11999.98
Electra,Electra Glam Punk 3i Ladies' - 2017,799.99,2,2018-03-27,2018-03-27,2018-03-27,Kali,Rowlett Bikes,TX,1599.98
Electra,Electra Relic 3i - 2018,849.99,2,2018-03-27,2018-03-27,2018-03-27,Kali,Rowlett Bikes,TX,1699.98
Trek,Trek Domane SL 5 Disc - 2018,2499.99,1,2018-03-27,2018-03-27,2018-03-27,Kali,Rowlett Bikes,TX,2499.99
Electra,Electra Townie 3i EQ (20-inch) - Boys' - 2017,489.99,2,2018-03-27,2018-03-27,2018-03-27,Kali,Rowlett Bikes,TX,979.98
Sun Bicycles,Sun Bicycles Drifter 7 - 2017,470.99,2,2018-03-28,2018-03-28,2018-03-28,Venita,Baldwin Bikes,NY,941.98
Electra,Electra Straight 8 1 (16-inch) - Boy's - 2018,279.99,1,2018-03-28,2018-03-28,2018-03-28,Venita,Baldwin Bikes,NY,279.99
Electra,Electra Townie Commute Go! Ladies' - 2018,2999.99,2,2018-03-28,2018-03-28,2018-03-28,Venita,Baldwin Bikes,NY,5999.98
Trek,Trek Domane S 5 Disc - 2017,2599.99,2,2018-03-28,2018-03-28,2018-03-28,Venita,Baldwin Bikes,NY,5199.98
Trek,Trek Procaliber 6 - 2018,1799.99,1,2018-03-28,2018-03-28,2018-03-28,Venita,Baldwin Bikes,NY,1799.99
Sun Bicycles,Sun Bicycles Lil Kitt'n - 2017,109.99,1,2018-03-29,2018-03-29,2018-03-29,Marcelene,Baldwin Bikes,NY,109.99
Electra,Electra Townie Balloon 3i EQ Ladies' - 2018,799.99,1,2018-03-29,2018-03-29,2018-03-29,Marcelene,Baldwin Bikes,NY,799.99
Sun Bicycles,Sun Bicycles Lil Kitt'n - 2017,109.99,2,2018-03-30,2018-03-30,2018-03-30,Mireya,Santa Cruz Bikes,CA,219.98
Electra,Electra Townie Original 7D - 2017,489.99,1,2018-03-30,2018-03-30,2018-03-30,Mireya,Santa Cruz Bikes,CA,489.99
Electra,Electra Townie Balloon 7i EQ - 2018,899.99,1,2018-03-30,2018-03-30,2018-03-30,Genna,Santa Cruz Bikes,CA,899.99
Trek,Trek Farley Carbon Frameset - 2018,999.99,1,2018-03-30,2018-03-30,2018-03-30,Genna,Santa Cruz Bikes,CA,999.99
Electra,Electra Townie Balloon 7i EQ Ladies' - 2017/2018,899.99,2,2018-03-30,2018-03-30,2018-03-30,Marcelene,Baldwin Bikes,NY,1799.98
Electra,Electra Townie Balloon 7i EQ - 2018,899.99,2,2018-03-30,2018-03-30,2018-03-30,Marcelene,Baldwin Bikes,NY,1799.98
Surly,Surly ECR - 2018,1899.0,2,2018-03-30,2018-03-30,2018-03-30,Marcelene,Baldwin Bikes,NY,3798.0
Electra,Electra Townie Original 7D EQ Ladies' - 2017/2018,599.99,2,2018-03-30,2018-03-30,2018-03-30,Marcelene,Baldwin Bikes,NY,1199.98
Trek,Trek Fuel EX 8 29 XT - 2018,3199.99,2,2018-03-31,2018-03-31,2018-03-31,Venita,Baldwin Bikes,NY,6399.98
Trek,Trek Precaliber 24 (21-Speed) - Girls - 2017,349.99,2,2018-03-31,2018-03-31,2018-03-31,Venita,Baldwin Bikes,NY,699.98
Trek,Trek Fuel EX 9.8 27.5 Plus - 2017,5299.99,1,2018-03-31,2018-03-31,2018-03-31,Venita,Baldwin Bikes,NY,5299.99
Electra,Electra Loft Go! 8i - 2018,2799.99,1,2018-03-31,2018-03-31,2018-03-31,Venita,Baldwin Bikes,NY,2799.99
Strider,Strider Strider 20 Sport - 2018,289.99,2,2018-03-31,2018-03-31,2018-03-31,Venita,Baldwin Bikes,NY,579.98
Surly,Surly Straggler - 2018,1549.0,2,2018-03-31,2018-03-31,2018-03-31,Marcelene,Baldwin Bikes,NY,3098.0
Electra,Electra Townie 3i EQ (20-inch) - Boys' - 2017,489.99,2,2018-03-31,2018-03-31,2018-03-31,Marcelene,Baldwin Bikes,NY,979.98
Trek,Trek Farley Carbon Frameset - 2018,999.99,1,2018-03-31,2018-03-31,2018-03-31,Marcelene,Baldwin Bikes,NY,999.99
Electra,Electra Townie Commute Go! Ladies' - 2018,2999.99,1,2018-04-01,2018-04-01,2018-04-01,Venita,Baldwin Bikes,NY,2999.99
Electra,Electra Townie Commute 27D - 2018,899.99,1,2018-04-01,2018-04-01,2018-04-01,Venita,Baldwin Bikes,NY,899.99
Electra,Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018,749.99,2,2018-04-01,2018-04-01,2018-04-01,Venita,Baldwin Bikes,NY,1499.98
Electra,Electra Amsterdam Original 3i Ladies' - 2017,659.99,2,2018-04-01,2018-04-01,2018-04-01,Venita,Baldwin Bikes,NY,1319.98
Haro,Haro Shredder 20 - 2017,209.99,2,2018-04-01,2018-04-01,2018-04-01,Venita,Baldwin Bikes,NY,419.98
Electra,Electra Delivery 3i - 2016/2017/2018,959.99,2,2018-04-01,2018-04-01,2018-04-01,Venita,Baldwin Bikes,NY,1919.98
Surly,Surly Ogre Frameset - 2017,749.99,2,2018-04-01,2018-04-01,2018-04-01,Marcelene,Baldwin Bikes,NY,1499.98
Trek,Trek Stache Carbon Frameset - 2018,919.99,1,2018-04-01,2018-04-01,2018-04-01,Marcelene,Baldwin Bikes,NY,919.99
Trek,Trek Emonda S 4 - 2017,1499.99,1,2018-04-01,2018-04-01,2018-04-01,Venita,Baldwin Bikes,NY,1499.99
Trek,Trek Marlin 5 - 2018,489.99,1,2018-04-01,2018-04-01,2018-04-01,Venita,Baldwin Bikes,NY,489.99
Trek,Trek Madone 9.2 - 2017,4999.99,2,2018-04-01,2018-04-01,2018-04-01,Venita,Baldwin Bikes,NY,9999.98
Trek,Trek Fuel EX 9.8 29 - 2017,4999.99,1,2018-04-01,2018-04-01,2018-04-01,Venita,Baldwin Bikes,NY,4999.99
Trek,Trek Super Commuter+ 8S - 2018,4999.99,2,2018-04-01,2018-04-01,2018-04-01,Venita,Baldwin Bikes,NY,9999.98
Trek,Trek Superfly 24 - 2017/2018,489.99,1,2018-04-02,2018-04-02,2018-04-02,Venita,Baldwin Bikes,NY,489.99
Electra,Electra Townie Original 21D EQ - 2017/2018,679.99,2,2018-04-02,2018-04-02,2018-04-02,Venita,Baldwin Bikes,NY,1359.98
Electra,"Electra Treasure 1 20"" - 2018",319.99,2,2018-04-02,2018-04-02,2018-04-02,Marcelene,Baldwin Bikes,NY,639.98
Trek,Trek Domane SL 6 - 2017,3499.99,2,2018-04-02,2018-04-02,2018-04-02,Marcelene,Baldwin Bikes,NY,6999.98
Electra,Electra Townie Original 21D EQ - 2017/2018,679.99,2,2018-04-02,2018-04-02,2018-04-02,Marcelene,Baldwin Bikes,NY,1359.98
Surly,Surly Troll Frameset - 2018,2499.99,2,2018-04-02,2018-04-02,2018-04-02,Venita,Baldwin Bikes,NY,4999.98
Trek,Trek Precaliber 24 (7-Speed) - Boys - 2018,319.99,1,2018-04-02,2018-04-02,2018-04-02,Venita,Baldwin Bikes,NY,319.99
Sun Bicycles,Sun Bicycles ElectroLite - 2017,1559.99,2,2018-04-02,2018-04-02,2018-04-02,Venita,Baldwin Bikes,NY,3119.98
Electra,Electra Straight 8 3i (20-inch) - Boy's - 2017,489.99,1,2018-04-02,2018-04-02,2018-04-02,Venita,Baldwin Bikes,NY,489.99
Trek,Trek Marlin 5 - 2018,489.99,1,2018-04-02,2018-04-02,2018-04-02,Venita,Baldwin Bikes,NY,489.99
Trek,Trek Precaliber 12 Boy's - 2018,199.99,1,2018-04-02,2018-04-02,2018-04-02,Venita,Baldwin Bikes,NY,199.99
Trek,Trek Emonda SLR 6 - 2018,4499.99,1,2018-04-03,2018-04-03,2018-04-03,Genna,Santa Cruz Bikes,CA,4499.99
Trek,Trek Domane ALR 4 Disc Women's - 2018,1549.99,2,2018-04-03,2018-04-03,2018-04-03,Genna,Santa Cruz Bikes,CA,3099.98
Electra,Electra Townie Commute Go! - 2018,2999.99,1,2018-04-03,2018-04-03,2018-04-03,Genna,Santa Cruz Bikes,CA,2999.99
Trek,Trek Verve+ - 2018,2299.99,1,2018-04-03,2018-04-03,2018-04-03,Genna,Santa Cruz Bikes,CA,2299.99
Electra,Electra Moto 3i (20-inch) - Boy's - 2017,349.99,2,2018-04-03,2018-04-03,2018-04-03,Genna,Santa Cruz Bikes,CA,699.98
Trek,Trek Fuel EX 5 27.5 Plus - 2017,2299.99,1,2018-04-03,2018-04-03,2018-04-03,Genna,Santa Cruz Bikes,CA,2299.99
Surly,Surly Troll Frameset - 2018,2499.99,1,2018-04-03,2018-04-03,2018-04-03,Genna,Santa Cruz Bikes,CA,2499.99
Electra,Electra Townie Commute Go! - 2018,2999.99,1,2018-04-03,2018-04-03,2018-04-03,Genna,Santa Cruz Bikes,CA,2999.99
Electra,Electra Cyclosaurus 1 (16-inch) - Boy's - 2018,279.99,2,2018-04-03,2018-04-03,2018-04-03,Genna,Santa Cruz Bikes,CA,559.98
Surly,Surly Steamroller - 2017,875.99,1,2018-04-03,2018-04-03,2018-04-03,Genna,Santa Cruz Bikes,CA,875.99
Electra,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,299.99,1,2018-04-03,2018-04-03,2018-04-03,Genna,Santa Cruz Bikes,CA,299.99
Electra,Electra Townie Balloon 3i EQ - 2017/2018,749.99,1,2018-04-03,2018-04-03,2018-04-03,Genna,Santa Cruz Bikes,CA,749.99
Electra,Electra Cruiser 7D - 2016/2017/2018,319.99,1,2018-04-03,2018-04-03,2018-04-03,Genna,Santa Cruz Bikes,CA,319.99
Electra,"Electra Girl's Hawaii 1 16"" - 2017",299.99,2,2018-04-04,2018-04-04,2018-04-04,Genna,Santa Cruz Bikes,CA,599.98
Electra,Electra Townie Original 1 - 2018,449.99,1,2018-04-04,2018-04-04,2018-04-04,Genna,Santa Cruz Bikes,CA,449.99
Sun Bicycles,Sun Bicycles ElectroLite - 2017,1559.99,2,2018-04-04,2018-04-04,2018-04-04,Genna,Santa Cruz Bikes,CA,3119.98
Trek,Trek Remedy 7 27.5 - 2018,2999.99,2,2018-04-04,2018-04-04,2018-04-04,Genna,Santa Cruz Bikes,CA,5999.98
Haro,Haro Flightline One ST - 2017,379.99,2,2018-04-04,2018-04-04,2018-04-04,Venita,Baldwin Bikes,NY,759.98
Electra,Electra Cruiser Lux 1 Ladies' - 2018,429.99,1,2018-04-04,2018-04-04,2018-04-04,Kali,Rowlett Bikes,TX,429.99
Electra,Electra Cruiser Lux 1 Ladies' - 2018,429.99,2,2018-04-05,2018-04-05,2018-04-05,Genna,Santa Cruz Bikes,CA,859.98
Trek,Trek Domane AL 2 - 2018,749.99,2,2018-04-05,2018-04-05,2018-04-05,Genna,Santa Cruz Bikes,CA,1499.98
Strider,Strider Sport 16 - 2018,249.99,2,2018-04-05,2018-04-05,2018-04-05,Genna,Santa Cruz Bikes,CA,499.98
Electra,Electra Sweet Ride 3i (20-inch) - Girls' - 2018,369.99,2,2018-04-05,2018-04-05,2018-04-05,Venita,Baldwin Bikes,NY,739.98
Electra,Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018,749.99,2,2018-04-05,2018-04-05,2018-04-05,Venita,Baldwin Bikes,NY,1499.98
Heller,Heller Shagamaw GX1 - 2018,2599.0,1,2018-04-05,2018-04-05,2018-04-05,Venita,Baldwin Bikes,NY,2599.0
Electra,Electra Townie Original 7D EQ Ladies' - 2017/2018,599.99,1,2018-04-06,2018-04-06,2018-04-06,Genna,Santa Cruz Bikes,CA,599.99
Electra,Electra Tiger Shark 3i - 2018,899.99,1,2018-04-06,2018-04-06,2018-04-06,Genna,Santa Cruz Bikes,CA,899.99
Electra,Electra Cruiser Lux 7D - 2018,479.99,2,2018-04-06,2018-04-06,2018-04-06,Genna,Santa Cruz Bikes,CA,959.98
Electra,Electra Townie Original 1 - 2018,449.99,1,2018-04-06,2018-04-06,2018-04-06,Genna,Santa Cruz Bikes,CA,449.99
Electra,Electra Delivery 3i - 2016/2017/2018,959.99,2,2018-04-06,2018-04-06,2018-04-06,Genna,Santa Cruz Bikes,CA,1919.98
Trek,Trek Stache 5 - 2018,1599.99,2,2018-04-06,2018-04-06,2018-04-06,Mireya,Santa Cruz Bikes,CA,3199.98
Electra,Electra Townie Commute Go! - 2018,2999.99,2,2018-04-06,2018-04-06,2018-04-06,Mireya,Santa Cruz Bikes,CA,5999.98
Trek,Trek Super Commuter+ 7 - 2018,3599.99,2,2018-04-06,2018-04-06,2018-04-06,Mireya,Santa Cruz Bikes,CA,7199.98
Trek,Trek Domane ALR Disc Frameset - 2018,3199.99,1,2018-04-06,2018-04-06,2018-04-06,Mireya,Santa Cruz Bikes,CA,3199.99
Electra,Electra Townie Balloon 3i EQ Ladies' - 2018,799.99,2,2018-04-06,2018-04-06,2018-04-06,Mireya,Santa Cruz Bikes,CA,1599.98
Sun Bicycles,Sun Bicycles Drifter 7 - 2017,470.99,1,2018-04-06,2018-04-06,2018-04-06,Mireya,Santa Cruz Bikes,CA,470.99
Trek,Trek Crockett 5 Disc - 2018,1799.99,1,2018-04-06,2018-04-06,2018-04-06,Mireya,Santa Cruz Bikes,CA,1799.99
Trek,Trek Kickster - 2018,159.99,2,2018-04-06,2018-04-06,2018-04-06,Mireya,Santa Cruz Bikes,CA,319.98
Ritchey,Ritchey Timberwolf Frameset - 2016,749.99,1,2018-04-06,2018-04-06,2018-04-06,Mireya,Santa Cruz Bikes,CA,749.99
Trek,Trek Domane SL 6 - 2018,3199.99,2,2018-04-06,2018-04-06,2018-04-06,Mireya,Santa Cruz Bikes,CA,6399.98
Haro,Haro Shift R3 - 2017,1469.99,2,2018-04-06,2018-04-06,2018-04-06,Genna,Santa Cruz Bikes,CA,2939.98
Electra,Electra Tiger Shark 1 (20-inch) - Boys' - 2018,319.99,1,2018-04-06,2018-04-06,2018-04-06,Genna,Santa Cruz Bikes,CA,319.99
Electra,Electra Townie Original 7D EQ Ladies' - 2017/2018,599.99,1,2018-04-06,2018-04-06,2018-04-06,Marcelene,Baldwin Bikes,NY,599.99
Electra,Electra Moto 3i - 2018,639.99,1,2018-04-06,2018-04-06,2018-04-06,Marcelene,Baldwin Bikes,NY,639.99
Electra,Electra Moto 1 - 2016,529.99,1,2018-04-06,2018-04-06,2018-04-06,Marcelene,Baldwin Bikes,NY,529.99
Sun Bicycles,Sun Bicycles Revolutions 24 - Girl's - 2017,250.99,1,2018-04-06,2018-04-06,2018-04-06,Marcelene,Baldwin Bikes,NY,250.99
Surly,Surly Straggler - 2018,1549.0,1,2018-04-06,2018-04-06,2018-04-06,Marcelene,Baldwin Bikes,NY,1549.0
Electra,Electra Cruiser Lux 3i Ladies' - 2018,529.99,2,2018-04-06,2018-04-06,2018-04-06,Marcelene,Baldwin Bikes,NY,1059.98
Pure Cycles,Pure Cycles William 3-Speed - 2016,449.0,2,2018-04-06,2018-04-06,2018-04-06,Marcelene,Baldwin Bikes,NY,898.0
Electra,Electra Townie Original 7D EQ - 2016,599.99,2,2018-04-06,2018-04-06,2018-04-06,Marcelene,Baldwin Bikes,NY,1199.98
Trek,Trek Kickster - 2018,159.99,1,2018-04-06,2018-04-06,2018-04-06,Marcelene,Baldwin Bikes,NY,159.99
Electra,Electra Townie Balloon 7i EQ Ladies' - 2017/2018,899.99,1,2018-04-06,2018-04-06,2018-04-06,Marcelene,Baldwin Bikes,NY,899.99
Electra,Electra Straight 8 3i - 2018,909.99,1,2018-04-07,2018-04-07,2018-04-07,Genna,Santa Cruz Bikes,CA,909.99
Electra,Electra Townie Original 1 - 2018,449.99,2,2018-04-07,2018-04-07,2018-04-07,Genna,Santa Cruz Bikes,CA,899.98
Trek,Trek Precaliber 24 (7-Speed) - Boys - 2018,319.99,1,2018-04-08,2018-04-08,2018-04-08,Mireya,Santa Cruz Bikes,CA,319.99
Electra,Electra Cruiser Lux 3i - 2018,529.99,2,2018-04-08,2018-04-08,2018-04-08,Venita,Baldwin Bikes,NY,1059.98
Electra,Electra Townie Original 21D - 2016,549.99,2,2018-04-08,2018-04-08,2018-04-08,Venita,Baldwin Bikes,NY,1099.98
Trek,Trek Fuel EX 9.8 27.5 Plus - 2017,5299.99,2,2018-04-08,2018-04-08,2018-04-08,Venita,Baldwin Bikes,NY,10599.98
Trek,Trek Domane SL 6 Disc - 2018,3499.99,1,2018-04-08,2018-04-08,2018-04-08,Venita,Baldwin Bikes,NY,3499.99
Trek,Trek Domane SL 7 Women's - 2018,4999.99,2,2018-04-08,2018-04-08,2018-04-08,Venita,Baldwin Bikes,NY,9999.98
Trek,Trek Domane SLR 8 Disc - 2018,7499.99,2,2018-04-08,2018-04-08,2018-04-08,Venita,Baldwin Bikes,NY,14999.98
Trek,Trek Stache 5 - 2017,1499.99,2,2018-04-08,2018-04-08,2018-04-08,Marcelene,Baldwin Bikes,NY,2999.98
Surly,Surly Straggler 650b - 2016,1680.99,2,2018-04-08,2018-04-08,2018-04-08,Marcelene,Baldwin Bikes,NY,3361.98
Electra,Electra Amsterdam Royal 8i Ladies - 2018,1199.99,1,2018-04-08,2018-04-08,2018-04-08,Marcelene,Baldwin Bikes,NY,1199.99
Electra,Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,319.99,1,2018-04-08,2018-04-08,2018-04-08,Marcelene,Baldwin Bikes,NY,319.99
Electra,Electra Tiger Shark 1 (20-inch) - Boys' - 2018,319.99,2,2018-04-08,2018-04-08,2018-04-08,Marcelene,Baldwin Bikes,NY,639.98
Haro,Haro Flightline One ST - 2017,379.99,1,2018-04-08,2018-04-08,2018-04-08,Marcelene,Baldwin Bikes,NY,379.99
Sun Bicycles,Sun Bicycles Cruz 7 - Women's - 2017,416.99,1,2018-04-08,2018-04-08,2018-04-08,Marcelene,Baldwin Bikes,NY,416.99
Surly,Surly Steamroller - 2017,875.99,2,2018-04-08,2018-04-08,2018-04-08,Marcelene,Baldwin Bikes,NY,1751.98
Trek,Trek Precaliber 12 Girls - 2017,189.99,1,2018-04-08,2018-04-08,2018-04-08,Marcelene,Baldwin Bikes,NY,189.99
Electra,Electra Queen of Hearts 3i - 2018,749.99,2,2018-04-09,2018-04-09,2018-04-09,Genna,Santa Cruz Bikes,CA,1499.98
Trek,Trek Fuel EX 8 29 XT - 2018,3199.99,2,2018-04-09,2018-04-09,2018-04-09,Marcelene,Baldwin Bikes,NY,6399.98
Sun Bicycles,Sun Bicycles Cruz 3 - 2017,449.99,1,2018-04-09,2018-04-09,2018-04-09,Marcelene,Baldwin Bikes,NY,449.99
Electra,Electra Townie Commute Go! - 2018,2999.99,2,2018-04-09,2018-04-09,2018-04-09,Marcelene,Baldwin Bikes,NY,5999.98
Electra,Electra Cruiser 1 Ladies' - 2018,269.99,2,2018-04-09,2018-04-09,2018-04-09,Marcelene,Baldwin Bikes,NY,539.98
Heller,Heller Shagamaw GX1 - 2018,2599.0,1,2018-04-09,2018-04-09,2018-04-09,Marcelene,Baldwin Bikes,NY,2599.0
Trek,Trek Domane ALR 4 Disc - 2018,1549.99,2,2018-04-09,2018-04-09,2018-04-09,Marcelene,Baldwin Bikes,NY,3099.98
Electra,Electra Straight 8 1 (20-inch) - Boy's - 2018,389.99,1,2018-04-09,2018-04-09,2018-04-09,Marcelene,Baldwin Bikes,NY,389.99
Pure Cycles,Pure Cycles Vine 8-Speed - 2016,429.0,2,2018-04-09,2018-04-09,2018-04-09,Marcelene,Baldwin Bikes,NY,858.0
Haro,Haro Shift R3 - 2017,1469.99,1,2018-04-09,2018-04-09,2018-04-09,Marcelene,Baldwin Bikes,NY,1469.99
Surly,Surly Krampus - 2018,1499.0,2,2018-04-09,2018-04-09,2018-04-09,Marcelene,Baldwin Bikes,NY,2998.0
Electra,Electra Straight 8 3i - 2018,909.99,1,2018-04-09,2018-04-09,2018-04-09,Layla,Rowlett Bikes,TX,909.99
Trek,Trek Domane AL 2 Women's - 2018,749.99,1,2018-04-10,2018-04-10,2018-04-10,Mireya,Santa Cruz Bikes,CA,749.99
Trek,Trek Powerfly 8 FS Plus - 2017,4999.99,2,2018-04-10,2018-04-10,2018-04-10,Mireya,Santa Cruz Bikes,CA,9999.98
Trek,Trek Emonda ALR 6 - 2018,2299.99,2,2018-04-10,2018-04-10,2018-04-10,Mireya,Santa Cruz Bikes,CA,4599.98
Electra,Electra Townie Commute 27D Ladies - 2018,899.99,2,2018-04-10,2018-04-10,2018-04-10,Genna,Santa Cruz Bikes,CA,1799.98
Trek,Trek Powerfly 7 FS - 2018,4999.99,2,2018-04-10,2018-04-10,2018-04-10,Genna,Santa Cruz Bikes,CA,9999.98
Surly,Surly Big Dummy Frameset - 2017,999.99,2,2018-04-10,2018-04-10,2018-04-10,Layla,Rowlett Bikes,TX,1999.98
Trek,Trek Powerfly 5 Women's - 2018,3499.99,2,2018-04-10,2018-04-10,2018-04-10,Layla,Rowlett Bikes,TX,6999.98
Electra,Electra Townie Commute 27D Ladies - 2018,899.99,2,2018-04-10,2018-04-10,2018-04-10,Layla,Rowlett Bikes,TX,1799.98
Trek,Trek Fuel EX 9.8 29 - 2017,4999.99,1,2018-04-10,2018-04-10,2018-04-10,Layla,Rowlett Bikes,TX,4999.99
Trek,Trek CrossRip 1 - 2018,959.99,2,2018-04-10,2018-04-10,2018-04-10,Layla,Rowlett Bikes,TX,1919.98
Trek,Trek Domane ALR Disc Frameset - 2018,3199.99,2,2018-04-11,2018-04-11,2018-04-11,Genna,Santa Cruz Bikes,CA,6399.98
Electra,Electra Townie Go! 8i Ladies' - 2018,2599.99,1,2018-04-11,2018-04-11,2018-04-11,Genna,Santa Cruz Bikes,CA,2599.99
Trek,Trek Verve+ - 2018,2299.99,2,2018-04-11,2018-04-11,2018-04-11,Genna,Santa Cruz Bikes,CA,4599.98
Electra,Electra Amsterdam Royal 8i Ladies - 2018,1199.99,2,2018-04-11,2018-04-11,2018-04-11,Genna,Santa Cruz Bikes,CA,2399.98
Trek,Trek Precaliber 16 Girl's - 2018,209.99,2,2018-04-11,2018-04-11,2018-04-11,Genna,Santa Cruz Bikes,CA,419.98
Electra,Electra Townie Go! 8i - 2017/2018,2599.99,2,2018-04-11,2018-04-11,2018-04-11,Mireya,Santa Cruz Bikes,CA,5199.98
